,published_yoy_frozen,published_yoy_live,reconstructed_m1,reconstructed_m2,residual_m1,residual_m2
2021-11-03,10.083268,9.86318,10.051461312347305,10.083267759168347,-0.03180668765269523,-2.408316532864774e-07
2021-11-04,10.054951,9.835155,10.021300764887421,10.054951381132282,-0.03365023511257981,3.811322812907747e-07
2021-11-05,10.005886,9.786496,9.970289976710148,10.005885530710334,-0.035596023289851786,-4.6928966668247085e-07
2021-11-06,10.013102,9.794073,9.979085184347657,10.013102006367426,-0.03401681565234327,6.367425697817453e-09
2021-11-07,10.013577,9.794726,9.979325968520675,10.01357659756643,-0.03425103147932518,-4.0243356913549633e-07
2021-11-08,10.012696,9.793959,9.978559180209546,10.012695865402787,-0.034136819790454354,-1.3459721337483188e-07
2021-11-09,10.022285,9.803638,9.989311136038825,10.0222855802373,-0.03297386396117474,5.802372999852423e-07
2021-11-10,10.015826,9.797532,9.982231800445131,10.015825891576235,-0.03359419955486942,-1.0842376596542636e-07
2021-11-11,10.04407,9.825698,10.011221594385301,10.044069457252714,-0.032848405614698706,-5.427472853369864e-07
2021-11-12,10.079982,9.861358,10.048419159321272,10.079982210020088,-0.03156284067872761,2.100200884314063e-07
2021-11-13,10.123301,9.9069,10.096208012857936,10.123299670054585,-0.027092987142063762,-1.3299454142412515e-06
2021-11-14,10.123545,9.907308,10.09663535547002,10.1235460281343,-0.02690964452997946,1.0281342994744591e-06
2021-11-15,10.12933,9.913156,10.10270261138149,10.129330079524546,-0.02662738861850933,7.952454694759581e-08
2021-11-16,10.086879,9.871111,10.058629875892057,10.086878647502019,-0.028249124107942336,-3.5249798102654495e-07
2021-11-17,10.099367,9.883583,10.071893351702398,10.09936713428341,-0.027473648297602793,1.342834092810108e-07
2021-11-18,10.06206,9.846542,10.03374720224525,10.062060246215388,-0.028312797754750818,2.46215387633697e-07
2021-11-19,10.0554,9.839896,10.02669409337181,10.05540039144972,-0.028705906628189837,3.9144971886173607e-07
2021-11-20,10.057373,9.842933,10.027477352201096,10.057372564170786,-0.02989564779890408,-4.3582921449569767e-07
2021-11-21,10.04861,9.834215,10.0182762974115,10.04860945369086,-0.03033370258849999,-5.463091401480824e-07
2021-11-22,10.061462,9.846905,10.031467591517446,10.0614611745939,-0.029994408482554746,-8.254061008017288e-07
2021-11-23,10.059614,9.845147,10.029949231461861,10.059614524779924,-0.029664768538138375,5.247799244045837e-07
2021-11-24,10.052268,9.837932,10.022027994621325,10.052268416359444,-0.03024000537867444,4.163594446993102e-07
2021-11-25,10.066812,9.852334,10.036263550583493,10.066811578041722,-0.03054844941650714,-4.219582780962128e-07
2021-11-26,10.01562,9.801472,9.982059550794986,10.015620057178687,-0.03356044920501411,5.717868667431958e-08
2021-11-27,10.178801,9.968925,10.155120290077523,10.17880111623164,-0.02368070992247695,1.1623163942431347e-07
2021-11-28,10.161992,9.952259,10.137318758114127,10.161991704359941,-0.024673241885873054,-2.9564005821214323e-07
2021-11-29,10.116372,9.906941,10.09019222748354,10.116372285671327,-0.02617977251646053,2.856713265941835e-07
2021-11-30,10.071649,9.862489,10.04259101988095,10.071648161348179,-0.029057980119050697,-8.386518217662342e-07
2021-12-01,10.594344,10.290721,10.554727494796065,10.594343390466566,-0.03961650520393434,-6.09533433504339e-07
2021-12-02,10.641865,10.337939,10.603897650957162,10.641864110214815,-0.037967349042837384,-8.897851841993543e-07
2021-12-03,10.665225,10.36122,10.628303801147215,10.665224935408313,-0.03692119885278444,-6.459168666594906e-08
2021-12-04,10.576352,10.271978,10.533519259419515,10.576352348540595,-0.042832740580484696,3.485405954961607e-07
2021-12-05,10.566114,10.261881,10.522157600650676,10.566113178012593,-0.043956399349324826,-8.219874079173906e-07
2021-12-06,10.554632,10.250496,10.510312723239458,10.554631446291829,-0.04431927676054137,-5.537081708695268e-07
2021-12-07,10.544143,10.240045,10.498272074303166,10.544142462248484,-0.04587092569683371,-5.37751516205276e-07
2021-12-08,10.580461,10.276013,10.535832985641456,10.58046132433561,-0.04462801435854402,3.243356108129092e-07
2021-12-09,10.560626,10.256249,10.515709332139966,10.560626164962073,-0.04491666786003279,1.649620742227853e-07
2021-12-10,10.551427,10.247055,10.506427851937342,10.551426389177788,-0.04499914806265792,-6.10822212365747e-07
2021-12-11,10.539795,10.23472,10.492441530904436,10.539795310705813,-0.04735346909556348,3.1070581307801604e-07
2021-12-12,10.535166,10.230228,10.48716291791639,10.53516621076791,-0.04800308208361059,2.1076790979179805e-07
2021-12-13,10.527741,10.222904,10.479533956304103,10.527740224729222,-0.04820704369589812,-7.752707791297553e-07
2021-12-14,10.533034,10.22815,10.484650939557673,10.533034214005887,-0.048383060442327874,2.1400588678943677e-07
2021-12-15,10.509894,10.205294,10.459930053998953,10.509893849895825,-0.049963946001046367,-1.501041744234044e-07
2021-12-16,10.517309,10.212616,10.466850993314042,10.517308488054455,-0.05045800668595746,-5.119455437352372e-07
2021-12-17,10.503842,10.199202,10.453113383803629,10.503841447313533,-0.05072861619637159,-5.526864672589227e-07
2021-12-18,10.558261,10.256201,10.508796627049493,10.558261405450132,-0.04946437295050643,4.05450132134888e-07
2021-12-19,10.551337,10.249448,10.501159563838158,10.551336845586846,-0.05017743616184234,-1.5441315426301117e-07
2021-12-20,10.511971,10.2104,10.460478719905552,10.511971030991486,-0.05149228009444862,3.099148493390658e-08
2021-12-21,10.502988,10.201565,10.448714087010655,10.502987454642243,-0.05427391298934481,-5.453577571756796e-07
2021-12-22,10.533997,10.232406,10.480514776539087,10.533997784701988,-0.05348222346091269,7.847019887208262e-07
2021-12-23,10.519221,10.217801,10.465690222692807,10.519220329306966,-0.053530777307193134,-6.706930335553807e-07
2021-12-24,10.514905,10.213427,10.460794592606016,10.514904599807373,-0.05411040739398487,-4.00192627481033e-07
2021-12-25,10.706021,10.408598,10.657788377273187,10.706021137890387,-0.048232622726812835,1.378903871085413e-07
2021-12-26,10.708443,10.410946,10.660728487588495,10.708442435364042,-0.04771451241150615,-5.646359593214356e-07
2021-12-27,10.71353,10.415968,10.666075427977011,10.713529393699783,-0.04745457202298908,-6.063002171430298e-07
2021-12-28,10.709337,10.411729,10.661263969755122,10.709336243250412,-0.0480730302448773,-7.567495874383212e-07
2021-12-29,10.701614,10.404111,10.653385215294556,10.701613713371616,-0.04822878470544367,-2.8662838325033135e-07
2021-12-30,10.650399,10.353236,10.60048243238153,10.650398833842223,-0.049916567618470964,-1.6615777731487924e-07
2021-12-31,10.608684,10.31171,10.557470894368326,10.608683998092495,-0.051213105631674694,-1.907505264853171e-09
2022-01-01,10.80748,10.339139,10.739225827467099,10.807480035226845,-0.06825417253290134,3.5226845440661236e-08
2022-01-02,10.805167,10.333961,10.73711970548277,10.805167543377392,-0.06804729451723013,5.433773910823447e-07
2022-01-03,10.805255,10.333954,10.737247649005823,10.805254690831845,-0.06800735099417743,-3.0916815596526703e-07
2022-01-04,10.844017,10.372244,10.776532535031242,10.844016881744189,-0.06748446496875715,-1.1825581047730793e-07
2022-01-05,10.812692,10.341352,10.744605590763028,10.81269243144709,-0.0680864092369724,4.314470896105149e-07
2022-01-06,10.803637,10.332323,10.734317016219988,10.80363704093672,-0.06931998378001225,4.093672067995158e-08
2022-01-07,10.830744,10.359038,10.760368777486121,10.830743847775626,-0.07037522251387784,-1.5222437355078e-07
2022-01-08,10.749563,10.277502,10.677843078847816,10.749563427635,-0.07171992115218373,4.2763499941145255e-07
2022-01-09,10.735235,10.264036,10.657092592489025,10.735234724464116,-0.07814240751097401,-2.75535883886846e-07
2022-01-10,10.710165,10.239072,10.631259983820776,10.710164631981357,-0.07890501617922396,-3.6801864311541976e-07
2022-01-11,10.719043,10.247823,10.637565565894812,10.719043597064992,-0.08147743410518693,5.9706499300205e-07
2022-01-12,10.679844,10.209207,10.596559250564942,10.679843244284392,-0.08328474943505704,-7.557156074256e-07
2022-01-13,10.660627,10.190158,10.576088902006495,10.660626369852256,-0.08453809799350509,-6.30147743763132e-07
2022-01-14,10.652872,10.182446,10.567698600835502,10.652872729844741,-0.08517339916449806,7.298447410875042e-07
2022-01-15,10.658363,10.181488,10.573136163189504,10.65836297920908,-0.08522683681049514,-2.0790919208479863e-08
2022-01-16,10.705719,10.23238,10.621230245488919,10.705719528716372,-0.08448875451108151,5.287163720169019e-07
2022-01-17,10.703364,10.230005,10.619090616253578,10.703363718394643,-0.08427338374642268,-2.816053576992772e-07
2022-01-18,10.687016,10.213758,10.60027009127956,10.687015057645489,-0.08674590872043986,-9.423545108688813e-07
2022-01-19,10.766778,10.292661,10.68211333919644,10.76677810318747,-0.08466466080356128,1.0318746923587696e-07
2022-01-20,10.794681,10.32034,10.71044182302991,10.794680897824115,-0.08423917697009031,-1.0217588553018686e-07
2022-01-21,10.770474,10.2963,10.685031420838675,10.770473915416389,-0.08544257916132558,-8.458361122620772e-08
2022-01-22,10.858114,10.37424,10.774972259428086,10.858113315485319,-0.08314174057191437,-6.845146813816427e-07
2022-01-23,10.843111,10.36086,10.760889271984128,10.843111352380873,-0.08222172801587213,3.5238087292555065e-07
2022-01-24,10.835228,10.353034,10.7528469718774,10.83522728778763,-0.08238102812260095,-7.122123708569461e-07
2022-01-25,10.821869,10.339847,10.738856947455378,10.821869482560675,-0.08301205254462118,4.825606758629419e-07
2022-01-26,10.797313,10.315609,10.713512885639044,10.797313416945876,-0.08380011436095636,4.1694587515905823e-07
2022-01-27,10.779935,10.298249,10.695233557046379,10.779935412282725,-0.08470144295362125,4.1228272529281185e-07
2022-01-28,10.831906,10.349446,10.748555977592526,10.831905415086185,-0.08335002240747436,-5.849138151603483e-07
2022-01-29,10.821273,10.337507,10.737891476051072,10.821272494382605,-0.08338152394892795,-5.056173950634957e-07
2022-01-30,10.80934,10.325785,10.725519994597335,10.809340014521718,-0.0838200054026661,1.4521717162097048e-08
2022-01-31,10.830843,10.346985,10.748113974318068,10.830843448380701,-0.08272902568193174,4.483807014565855e-07
2022-02-01,10.872238,10.286707,10.775430687258288,10.872237260302953,-0.09680731274171173,-7.39697046725496e-07
2022-02-02,10.863841,10.278288,10.766552207792621,10.86384106178231,-0.09728879220737952,6.178230904652082e-08
2022-02-03,10.864085,10.278412,10.766182099172568,10.86408575909985,-0.0979029008274317,7.590998514217517e-07
2022-02-04,10.885158,10.299069,10.787026527112465,10.885157945549562,-0.09813147288753576,-5.4450438824460434e-08
2022-02-05,10.887678,10.301099,10.789939640862515,10.887677286778864,-0.09773835913748385,-7.132211354843321e-07
2022-02-06,10.878921,10.29537,10.780849467425414,10.878920772009138,-0.09807153257458623,-2.2799086174529748e-07
2022-02-07,10.916208,10.332272,10.81883306833254,10.916208701991348,-0.09737493166745992,7.019913486061569e-07
2022-02-08,10.907538,10.323769,10.808336998494546,10.907537319512794,-0.0992010015054543,-6.804872061394462e-07
2022-02-09,10.941505,10.357386,10.842540959794597,10.941505763415037,-0.09896404020540217,7.634150378521554e-07
2022-02-10,10.943879,10.359523,10.844217652929633,10.943878632430359,-0.09966134707036822,-3.6756964227890876e-07
2022-02-11,10.956822,10.372228,10.856977354214168,10.956822080172323,-0.09984464578583285,8.01723221144357e-08
2022-02-12,11.035379,10.452334,10.93810261924236,11.035378002631969,-0.09727638075764133,-9.973680317187927e-07
2022-02-13,10.996174,10.412863,10.899284833512583,10.99617392929848,-0.09688916648741674,-7.07015193057714e-08
2022-02-14,10.988495,10.405188,10.890972274631189,10.988495592812697,-0.09752272536881179,5.928126967091885e-07
2022-02-15,10.991538,10.408156,10.892533718179038,10.991537540904538,-0.09900428182096199,-4.5909546209088603e-07
2022-02-16,10.944717,10.362086,10.843691218905319,10.944716154457401,-0.10102578109468219,-8.455425994924326e-07
2022-02-17,10.951631,10.368896,10.849338075189142,10.95163120462237,-0.10229292481085928,2.0462236882679008e-07
2022-02-18,10.908511,10.326148,10.803683906651264,10.908511216865557,-0.10482709334873697,2.168655566237021e-07
2022-02-19,10.939561,10.35568,10.835397405024246,10.939561166871403,-0.10416359497575378,1.6687140380611254e-07
2022-02-20,10.917027,10.333839,10.811909511680605,10.917027695989612,-0.10511748831939371,6.959896126090825e-07
2022-02-21,10.929557,10.346141,10.824707489639575,10.929556909190064,-0.10484951036042567,-9.080993734755793e-08
2022-02-22,10.903486,10.320608,10.794277908654596,10.903486188396228,-0.10920809134540299,1.883962283955043e-07
2022-02-23,10.895407,10.312614,10.785102378662835,10.895406304927935,-0.1103046213371659,-6.950720656817566e-07
2022-02-24,10.852631,10.270232,10.74051533286793,10.85263117941031,-0.11211566713206977,1.7941030883150688e-07
2022-02-25,10.750751,10.168988,10.635848330908102,10.750751254104983,-0.11490266909189728,2.5410498416533756e-07
2022-02-26,10.778777,10.194947,10.665756236360606,10.778776488264352,-0.11302076363939406,-5.117356476347368e-07
2022-02-27,10.752161,10.170271,10.63408615531852,10.75216130017569,-0.11807484468147855,3.0017569052631643e-07
2022-02-28,10.833073,10.250271,10.716474970105685,10.833072349840078,-0.11659802989431611,-6.501599223440735e-07
2022-03-01,10.80243,10.085172,10.617957944712357,10.802430465914759,-0.18447205528764243,4.6591475921786696e-07
2022-03-02,10.828101,10.110754,10.643007451832148,10.82810108519492,-0.18509354816785262,8.519491956349157e-08
2022-03-03,10.961191,10.242758,10.778017397505877,10.961191164194005,-0.18317360249412218,1.6419400594713807e-07
2022-03-04,10.995627,10.276756,10.812956016791071,10.995627181835467,-0.18267098320892927,1.8183546579564336e-07
2022-03-05,11.062593,10.34208,10.882606065320967,11.062593217113136,-0.17998693467903237,2.1711313635819351e-07
2022-03-06,11.051021,10.331847,10.866283170521434,11.051020514564126,-0.18473782947856598,-4.854358746086973e-07
2022-03-07,11.246825,10.526333,11.063345471522137,11.246824818953982,-0.18347952847786253,-1.810460172890771e-07
2022-03-08,11.293446,10.57278,11.108639341868882,11.29344664532912,-0.18480665813111763,6.453291199193245e-07
2022-03-09,11.244507,10.524224,11.057138176662104,11.24450776597925,-0.18736882333789673,7.659792498060369e-07
2022-03-10,11.254729,10.534168,11.066935213117777,11.254729205826553,-0.1877937868822226,2.0582655402279215e-07
2022-03-11,11.21336,10.49318,11.024422114491154,11.213360100050096,-0.18893788550884594,1.0005009620783767e-07
2022-03-12,11.226855,10.50594,11.03846897886432,11.226855127968616,-0.18838602113568115,1.2796861525998793e-07
2022-03-13,11.186184,10.465556,10.995327803305283,11.186183490649327,-0.19085619669471754,-5.093506736386644e-07
2022-03-14,11.219864,10.498985,11.028333910755626,11.219864377455192,-0.19153008924437387,3.774551924351499e-07
2022-03-15,11.135706,10.415621,10.940908639201112,11.135706112149201,-0.19479736079888887,1.1214920014879226e-07
2022-03-16,11.075795,10.356228,10.87898157676505,11.075794108560121,-0.19681342323494988,-8.91439878358824e-07
2022-03-17,11.075576,10.355847,10.879394653769427,11.075575804401193,-0.19618134623057237,-1.9559880648500894e-07
2022-03-18,11.098797,10.378554,10.903509270697086,11.098797060782651,-0.1952877293029136,6.078265180065046e-08
2022-03-19,11.192207,10.471807,11.002733146856349,11.192206588706966,-0.18947385314365128,-4.112930334088105e-07
2022-03-20,11.085491,10.363175,10.891533495938889,11.085491462926322,-0.19395750406111034,4.6292632305267034e-07
2022-03-21,11.108685,10.386125,10.916174833675866,11.10868537973586,-0.19251016632413354,3.7973586053396957e-07
2022-03-22,11.096723,10.374243,10.903632494705526,11.096722081047972,-0.19309050529447447,-9.189520291386089e-07
2022-03-23,11.137589,10.414193,10.945533193028334,11.13758926119337,-0.19205580697166624,2.6119336915542135e-07
2022-03-24,11.11967,10.39546,10.926920437699673,11.119670249092572,-0.19274956230032636,2.490925723463988e-07
2022-03-25,11.179854,10.454626,10.98929005829174,11.179853177238464,-0.19056394170826074,-8.227615371225738e-07
2022-03-26,11.222744,10.501818,11.033721592701022,11.222744480848345,-0.18902240729897812,4.808483442531042e-07
2022-03-27,11.229711,10.50783,11.041036908114801,11.229711124609487,-0.1886740918851988,1.2460948717318843e-07
2022-03-28,11.181886,10.460087,10.991795085569528,11.1818859412389,-0.19009091443047232,-5.876110087399411e-08
2022-03-29,11.149832,10.427896,10.959018687779453,11.149831750662464,-0.19081331222054665,-2.493375355072658e-07
2022-03-30,11.198618,10.47602,11.009914869377594,11.198617964327484,-0.18870313062240562,-3.5672515608098365e-08
2022-03-31,11.104649,10.382924,10.91282474421146,11.104648076486301,-0.191824255788541,-9.23513699291334e-07
2022-04-01,10.834069,9.79873,10.578861337183321,10.834069504761668,-0.2552076628166784,5.047616689068946e-07
2022-04-02,10.828996,9.794134,10.573998150360085,10.82899676899467,-0.25499784963991523,7.689946706079809e-07
2022-04-03,10.855356,9.819119,10.603611599757935,10.855355314540805,-0.2517444002420657,-6.854591951821476e-07
2022-04-04,10.849313,9.813001,10.598389098526216,10.849312755326391,-0.25092390147378474,-2.446736093730806e-07
2022-04-05,10.852325,9.815957,10.60174309245818,10.85232548122368,-0.25058190754181986,4.812236795714853e-07
2022-04-06,10.811872,9.776037,10.559282126955823,10.811871464349498,-0.252589873044176,-5.356505017317659e-07
2022-04-07,10.811763,9.77572,10.559957573587155,10.811763343782532,-0.25180542641284376,3.437825331076283e-07
2022-04-08,10.831883,9.79561,10.581486276754,10.831883713535696,-0.25039672324600026,7.135356963061668e-07
2022-04-09,10.858014,9.823214,10.609067900554283,10.858014273730742,-0.24894609944571755,2.737307411848633e-07
2022-04-10,10.865824,9.828961,10.617995573347336,10.865823851135126,-0.24782842665266358,-1.4886487420540107e-07
2022-04-11,10.837155,9.800306,10.589360505352388,10.83715488866266,-0.24779449464761072,-1.1133733934798329e-07
2022-04-12,10.863659,9.826305,10.617582847855466,10.86365916146519,-0.24607615214453382,1.6146518966309031e-07
2022-04-13,10.834386,9.797297,10.587538509041273,10.834386002630115,-0.24684749095872682,2.630114792623317e-09
2022-04-14,10.799634,9.763007,10.550629455563396,10.799633495527106,-0.24900454443660358,-5.044728936809406e-07
2022-04-15,10.79505,9.758467,10.5450118039247,10.79504915549605,-0.2500381960753,-8.445039494375806e-07
2022-04-16,10.834746,9.800259,10.584579625908376,10.834746451409183,-0.25016637409162534,4.514091820340127e-07
2022-04-17,10.771564,9.736571,10.51722789501363,10.771564355715713,-0.25433610498637016,3.5571571288528503e-07
2022-04-18,10.815039,9.779823,10.562362997900022,10.81503943444666,-0.2526760020999781,4.344466599803809e-07
2022-04-19,10.795019,9.759999,10.540541612403212,10.795019282561057,-0.25447738759678806,2.8256105721879976e-07
2022-04-20,10.780026,9.745521,10.52332180501895,10.780026100108199,-0.2567041949810491,1.0010819906369761e-07
2022-04-21,10.7469,9.712846,10.48868545887965,10.746900136629156,-0.2582145411203509,1.3662915598899872e-07
2022-04-22,10.654024,9.620974,10.392903787812033,10.654024573393862,-0.26112021218796677,5.733938621688139e-07
2022-04-23,10.641146,9.608561,10.380425618752776,10.641145937338269,-0.26072038124722496,-6.266173180335954e-08
2022-04-24,10.650482,9.618138,10.39033061266623,10.650481913388955,-0.26015138733377086,-8.661104544671616e-08
2022-04-25,10.608824,9.57667,10.346987297681208,10.608824193285615,-0.2618367023187922,1.932856150688167e-07
2022-04-26,10.55359,9.522315,10.289974230022224,10.553589689849407,-0.26361576997777547,-3.1015059320793625e-07
2022-04-27,10.523297,9.49257,10.259060237410253,10.523296668496918,-0.2642367625897464,-3.315030809858399e-07
2022-04-28,10.546802,9.515817,10.282776521239205,10.546802151491441,-0.26402547876079474,1.514914416134161e-07
2022-04-29,10.566775,9.535531,10.301984103759763,10.56677484763644,-0.2647908962402372,-1.523635599909312e-07
2022-04-30,10.608066,9.578846,10.347414044792245,10.608065463467288,-0.26065195520775575,-5.365327133688425e-07
2022-05-01,10.863622,9.579375,10.548748847409875,10.863622857436027,-0.31487315259012405,8.574360279567372e-07
2022-05-02,10.832034,9.547903,10.514983389329675,10.83203455499513,-0.31705061067032503,5.549951289651744e-07
2022-05-03,10.84189,9.557383,10.525497693464187,10.84188930537393,-0.3163923065358123,-6.94626068664661e-07
2022-05-04,10.846286,9.56203,10.529790338280575,10.846285849706149,-0.3164956617194239,-1.5029385025400188e-07
2022-05-05,10.792318,9.509078,10.473867377283696,10.792318329169115,-0.31845062271630376,3.291691150764109e-07
2022-05-06,10.735691,9.453246,10.415477367835326,10.735690694012723,-0.32021363216467336,-3.0598727640551715e-07
2022-05-07,10.800608,9.520938,10.480360647071038,10.800608255327937,-0.32024735292896267,2.553279365713479e-07
2022-05-08,10.766498,9.484959,10.444487826244655,10.766497833917231,-0.3220101737553449,-1.6608276887097873e-07
2022-05-09,10.764159,9.482583,10.439871016835328,10.76415896036651,-0.32428798316467145,-3.9633489379298226e-08
2022-05-10,10.780437,9.498824,10.455434913487728,10.78043740173229,-0.3250020865122707,4.017322901006537e-07
2022-05-11,10.788973,9.507842,10.464089393778952,10.788973320912687,-0.3248836062210483,3.2091268664657946e-07
2022-05-12,10.765933,9.48507,10.440875374751213,10.765932536666112,-0.3250576252487871,-4.633338885895455e-07
2022-05-13,10.862079,9.579634,10.539545591428542,10.862078261395158,-0.3225334085714575,-7.386048412882928e-07
2022-05-14,10.914562,9.631111,10.59118723003774,10.914561458228334,-0.32337476996226044,-5.417716657518667e-07
2022-05-15,10.913014,9.631199,10.588407288002706,10.913013920910908,-0.3246067119972942,-7.908909260834207e-08
2022-05-16,11.003782,9.721297,10.67903184244741,11.00378178410779,-0.3247501575525895,-2.158922089989801e-07
2022-05-17,11.082904,9.799689,10.758931929589876,11.082903741542305,-0.32397207041012344,-2.584576943576167e-07
2022-05-18,11.019683,9.737223,10.692944000034686,11.019682713685963,-0.32673899996531475,-2.8631403736767425e-07
2022-05-19,11.051269,9.768211,10.725740173312104,11.051267968788615,-0.3255288266878953,-1.031211384727726e-06
2022-05-20,11.061534,9.778202,10.73629852405476,11.061534192766764,-0.3252354759452398,1.927667643286668e-07
2022-05-21,11.036345,9.750525,10.71197160822755,11.036345170696272,-0.3243733917724505,1.706962713399207e-07
2022-05-22,11.069506,9.784135,10.746381916131538,11.069506073629022,-0.32312408386846236,7.362902110230607e-08
2022-05-23,11.100942,9.815457,10.777133253599676,11.100941386011677,-0.3238087464003243,-6.139883232947341e-07
2022-05-24,11.102802,9.817111,10.779135051271421,11.102802271767164,-0.3236669487285795,2.717671634400176e-07
2022-05-25,11.099182,9.813444,10.77591281598605,11.099182412265973,-0.32326918401395055,4.1226597247145946e-07
2022-05-26,11.124599,9.838739,10.802582832155087,11.124598019575128,-0.3220161678449127,-9.804248719547104e-07
2022-05-27,11.078764,9.793795,10.754711060343476,11.078764079715707,-0.32405293965652326,7.971570781251103e-08
2022-05-28,11.089458,9.805389,10.764700257946767,11.089457913863665,-0.32475774205323304,-8.613633539766852e-08
2022-05-29,11.079961,9.796842,10.755018490939483,11.079960587038329,-0.32494250906051825,-4.1296167196946953e-07
2022-05-30,11.095048,9.811905,10.76981713179468,11.095048901235716,-0.32523086820532043,9.012357153892481e-07
2022-05-31,11.018533,9.736085,10.689751145307842,11.018533509171679,-0.32878185469215815,5.091716790417422e-07
2022-06-01,11.215382,9.814064,10.889459626646671,11.215381714799744,-0.32592237335332896,-2.8520025630029977e-07
2022-06-02,11.245213,9.843843,10.918604388080919,11.2452134295838,-0.32660861191908097,4.2958379964375126e-07
2022-06-03,11.286307,9.884317,10.958828761463941,11.286306365583432,-0.3274782385360595,-6.344165690563841e-07
2022-06-04,11.282622,9.880792,10.952942658876905,11.282622175605205,-0.3296793411230947,1.7560520504389387e-07
2022-06-05,11.285536,9.883243,10.956532881502984,11.285535362635212,-0.3290031184970168,-6.373647885027367e-07
2022-06-06,11.385455,9.98261,11.05491683550923,11.385455702536152,-0.3305381644907701,7.025361519197304e-07
2022-06-07,11.445976,10.042534,11.114975176929285,11.445975531871454,-0.3310008230707151,-4.6812854570532636e-07
2022-06-08,11.436905,10.033874,11.10522599753971,11.436904715307561,-0.33167900246028914,-2.846924385124794e-07
2022-06-09,11.45792,10.05472,11.126710948110285,11.457919259317851,-0.33120905188971506,-7.406821485034243e-07
2022-06-10,11.417911,10.01502,11.085690650380986,11.417911479614261,-0.33222034961901414,4.796142611951382e-07
2022-06-11,11.424229,10.020654,11.08999717675046,11.424229125279561,-0.3342318232495405,1.252795609474333e-07
2022-06-12,11.437166,10.031717,11.10328765539048,11.437165947218887,-0.33387834460951993,-5.278111281370457e-08
2022-06-13,11.436446,10.031003,11.099871563319358,11.436445911258986,-0.33657443668064246,-8.874101453670846e-08
2022-06-14,11.444542,10.038706,11.109272261654096,11.444542234366395,-0.3352697383459038,2.3436639473572995e-07
2022-06-15,11.449777,10.043765,11.116466201442496,11.44977744903397,-0.3333107985575037,4.4903397089512964e-07
2022-06-16,11.486502,10.080129,11.1551285635565,11.486502223157014,-0.33137343644349926,2.2315701464492577e-07
2022-06-17,11.583642,10.175208,11.258773315510537,11.583641909313558,-0.3248686844894628,-9.068644146736915e-08
2022-06-18,11.609759,10.203579,11.288143169506634,11.609759122838348,-0.32161583049336606,1.228383474938255e-07
2022-06-19,11.563714,10.157026,11.241591140917881,11.56371447229867,-0.3221228590821177,4.722986712835109e-07
2022-06-20,11.54922,10.14263,11.227510017792618,11.549219871267823,-0.32170998220738234,-1.287321769183336e-07
2022-06-21,11.498322,10.092266,11.17465998928307,11.49832166808238,-0.3236620107169301,-3.3191762049966655e-07
2022-06-22,11.483204,10.077275,11.159494543083877,11.483204051495433,-0.32370945691612363,5.149543191862449e-08
2022-06-23,11.399411,9.994107,11.07312009215291,11.399410975461244,-0.32629090784709014,-2.4538756804304285e-08
2022-06-24,11.408811,10.003298,11.084404294766353,11.408811084194381,-0.32440670523364723,8.419438124462886e-08
2022-06-25,11.415252,10.008014,11.091016851840017,11.41525192418882,-0.32423514815998367,-7.581118133259679e-08
2022-06-26,11.416877,10.011259,11.092988450802459,11.416876508063933,-0.32388854919754095,-4.919360669930484e-07
2022-06-27,11.389135,9.983744,11.066071107639702,11.389134322916462,-0.3230638923602971,-6.770835376812556e-07
2022-06-28,11.338003,9.933904,11.012681822741092,11.338003897798444,-0.32532117725890863,8.977984435887265e-07
2022-06-29,11.330588,9.926918,11.00562375940175,11.330588133794773,-0.32496424059825024,1.3379477259434225e-07
2022-06-30,11.240641,9.838301,10.91122944325165,11.240640830413051,-0.3294115567483509,-1.6958694892821313e-07
2022-07-01,11.100571,9.455073,10.768226043869968,11.100570505365859,-0.3323449561300329,-4.946341416456335e-07
2022-07-02,11.074422,9.430354,10.740705860810051,11.07442254008899,-0.33371613918994925,5.400889904194628e-07
2022-07-03,11.073841,9.429288,10.741743964054258,11.073840832495808,-0.3320970359457416,-1.675041918502984e-07
2022-07-04,11.041501,9.397175,10.710234875917761,11.041501178372304,-0.331266124082239,1.7837230359418754e-07
2022-07-05,10.961922,9.318216,10.62831364852905,10.961921818595076,-0.33360835147095,-1.8140492308305056e-07
2022-07-06,11.035123,9.389846,10.70703798861339,11.035123190961183,-0.3280850113866105,1.9096118286654473e-07
2022-07-07,11.053294,9.408026,10.727705499370616,11.05329326420177,-0.32558850062938305,-7.357982294564636e-07
2022-07-08,11.096648,9.450963,10.774293183929526,11.096647147804518,-0.3223548160704741,-8.52195482181628e-07
2022-07-09,11.110439,9.465681,10.787109187360384,11.11043851015694,-0.32332981263961535,-4.898430603361703e-07
2022-07-10,11.102388,9.457438,10.781011756081496,11.10238834567243,-0.32137624391850395,3.4567243112348933e-07
2022-07-11,11.063315,9.418633,10.743086173381728,11.06331525335278,-0.3202288266182709,2.53352780532623e-07
2022-07-12,10.919776,9.276852,10.593497721137965,10.919776385816427,-0.326278278862036,3.8581642591850596e-07
2022-07-13,10.907599,9.265042,10.58174533243362,10.907599309775318,-0.32585366756637946,3.097753182856877e-07
2022-07-14,10.815202,9.173754,10.486551375308078,10.815202098190046,-0.32865062469192097,9.819004631594908e-08
