date,level,trend_llt,slope_llt,seasonal_llt
2020-01-31,105.607027,106.2655311536715,0.2670051465627126,-0.6585041536715259
2020-02-29,105.768608,105.61257624980779,0.26700514656271246,0.1560317501922076
2020-03-31,105.78604,105.40368709397208,0.26700514656271196,0.3823529060278933
2020-04-30,105.499455,104.77261249143253,0.26700514656271196,0.7268425085674838
2020-05-31,105.846512,105.20139493316978,0.2670051465627128,0.6451170668302215
2020-06-30,105.604903,105.22032582959805,0.2670051465627132,0.3845771704019373
2020-07-31,105.744744,105.41190686252496,0.26700514656271346,0.3328371374750575
2020-08-31,106.38031,106.13666693315346,0.2670051465627134,0.24364306684652898
2020-09-30,106.247614,106.5381543476233,0.26700514656271335,-0.2905403476233017
2020-10-31,106.469117,106.82907463833874,0.26700514656271324,-0.3599576383387271
2020-11-30,106.773408,107.33013735817292,0.2670051465627133,-0.5567293581729152
2020-12-31,106.860236,107.86590610853486,0.26700514656271324,-1.0056701085348614
2021-01-31,106.862485,107.52098915367155,0.26700514656271324,-0.6585041536715324
2021-02-28,107.870047,107.7140152498078,0.2670051465627131,0.15603175019221388
2021-03-31,108.738216,108.35586309397209,0.2670051465627132,0.38235290602789695
2021-04-30,109.276831,108.54998849143253,0.2670051465627132,0.7268425085674828
2021-05-31,109.855696,109.21057893316977,0.2670051465627132,0.6451170668302211
2021-06-30,109.830614,109.44603682959806,0.2670051465627132,0.3845771704019359
2021-07-31,110.355336,110.02249886252493,0.2670051465627132,0.3328371374750559
2021-08-31,110.83002,110.58637693315347,0.2670051465627132,0.24364306684652812
2021-09-30,110.961169,111.2517093476233,0.26700514656271324,-0.2905403476233035
2021-10-31,111.719063,112.07902063833873,0.2670051465627132,-0.3599576383387273
2021-11-30,112.019395,112.5761243581729,0.2670051465627132,-0.556729358172913
2021-12-31,111.332668,112.33833810853488,0.2670051465627132,-1.0056701085348623
2022-01-31,112.505413,113.16391715367153,0.2670051465627132,-0.6585041536715286
2022-02-28,113.954855,113.79882324980778,0.2670051465627132,0.1560317501922117
2022-03-31,115.11919,114.73683709397208,0.2670051465627132,0.38235290602789984
2022-04-30,115.975517,115.24867449143251,0.2670051465627131,0.726842508567483
2022-05-31,116.609968,115.96485093316979,0.2670051465627131,0.6451170668302173
2022-06-30,117.078283,116.69370582959804,0.2670051465627131,0.38457717040193773
2022-07-31,117.376882,117.04404486252494,0.2670051465627131,0.33283713747505644
2022-08-31,117.444009,117.20036593315345,0.2670051465627131,0.24364306684652695
2022-09-30,115.916593,116.20713334762334,0.2670051465627131,-0.2905403476233037
2022-10-31,116.828311,117.18826863833871,0.2670051465627131,-0.3599576383387259
2022-11-30,117.246874,117.80360335817291,0.2670051465627131,-0.5567293581729125
2022-12-31,116.914906,117.92057610853486,0.2670051465627131,-1.0056701085348634
2023-01-31,117.009847,117.66835115367155,0.2670051465627131,-0.658504153671528
2023-02-28,119.09006,118.93402824980777,0.2670051465627131,0.15603175019221083
2023-03-31,119.593578,119.21122509397212,0.2670051465627131,0.3823529060279004
